ext_recipe_id,title,category,subcategory,description,num_ingredients,num_steps,directions_text
808,Bang Bang Cauliflower,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"This bang bang cauliflower is slightly sweet, and a little spicy. It will make a great appetizer, or an amazing side dish. We like it with chicken or chops. Add a nice green salad and a crusty bread for a complete meal.",15,7,"Preheat the oven to 450 degrees F (230 degrees C) and line a 12x18-inch sheet pan with aluminum foil.
Toss cauliflower pieces with olive oil in a large bowl. Place cauliflower in a single layer on the prepared pan.
Whisk granulated garlic, smoked paprika, cayenne, salt, and white pepper together in a small bowl. Sprinkle mixture evenly over cauliflower pieces.
Bake in the center of the preheated oven until just barely tender, 10 to 15 minutes.
Make the sauce: stir mayonnaise, chili sauce, soy sauce, sesame oil, sriracha, and onion powder together in a small bowl. Drizzle about half of the sauce over the cauliflower pieces. Reserve remaining sauce for serving.
Stir the cauliflower and continue baking another 10 minutes, or until the cauliflower reaches the desired doneness.
Garnish with sesame seeds and fresh snipped chives. Serve with reserved sauce."
809,Air Fryer Sriracha Fries,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"These air fryer Sriracha fries are the best French fries for anyone who loves spicy food—golden, crispy, and spicy!",4,8,"Cut potatoes into fries. Place cut fries into a bowl of water; soak for 1 hour.
Preheat the oven to 200 degrees F (95 degrees C). Line a baking sheet with paper towels and set a wire rack over the sheet.
Preheat the air fryer to 375 degrees F according to manufacturer's instructions.
Drain fries, and pat dry with a paper towel. Place fries in a resealable plastic bag. Add oil, 1 tablespoon Sriracha, and salt. Seal the bag and toss to coat.
Add fries to bottom of air fryer basket in a single flat layer, not stacked. You will have to work in batches.
Air fry until crispy and golden brown, about 13 minutes.
Place fries on the prepared baking sheet; keep warm in the preheated oven. Repeat with remaining fries.
Place fries on a platter; drizzle with remaining sriracha. Enjoy."
810,Honey Roasted Beets,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"These honey roasted beets combine the natural earthiness of beets with a hint of sweetness. If you like beets, you will love these. Serve them warm or at room temperature as a side, or add to your favorite vegetable salad.",4,5,"Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper.
Cut stems and leaves from beets and wash well. With skin on, cut beets into chunks. Toss beets in olive oil and sprinkle with salt. Spread beets in an even layer on the prepared baking sheet.
Roast in the preheated oven for 30 minutes.
Remove from the oven and drizzle with honey. Using a wooden spoon, stir beets to coat completely with honey, then spread them back out on the pan.
Continue roasting until tender, about 15 minutes. Allow to cool."
811,Crispy Air Fryer Potato Bites,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"These crispy air fryer potato bites are crispy and flavorful on the outside, tender on the inside. The grated Parmesan creates a perfect crust in the air fryer.",6,3,"Preheat the air fryer to 400 degrees F (200 degrees C) according to manufacturer's instructions.
Place cubed potatoes in a large bowl. Add olive oil and toss to coat. Add garlic powder, salt and pepper; toss again. Add grated Parmesan and toss one last time.
Place seasoned potatoes in the basket of the preheated air fryer. Cook for 8 minutes. Shake and cook until tender, about 4 minutes more. Serve immediately."
812,Sweet and Spicy Sweet Potato Bites,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"These sweet and spicy sweet potato bites, roasted with a homemade seasoning mix, are a tasty side that will go with just about anything.",10,3,"Preheat the oven to 425 degrees F (225 degrees C). Stir onion powder, garlic granules, paprika, sugar, coriander, salt, oregano, and parsley together in a small bowl; set seasoning aside.
Add sweet potatoes to a large bowl or resealable plastic bag. Add the oil; sprinkle in about 1 tablespoon seasoning. Toss to coat potatoes. Extra seasoning can be stored in an airtight jar.
Bake in the preheated oven until tender, about 25 minutes."
813,Gochujang BBQ Sauce,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"I make this gochujang BBQ sauce and use it on just about anything we grill. Sweet, sticky and spicy, it's especially good on ribs, but also on chicken, fish, or even burgers.",10,1,"Heat oil in a skillet over medium heat. Add garlic and ginger and cook until fragrant, about 1 minute. Add gochujang sauce, pineapple juice, sugar, sesame oil, soy sauce, rice wine vinegar, and Worcestershire. Simmer for 10 minutes. Remove from heat."
814,Macerated Strawberries,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"Macerated strawberries make an incredible addition to many dishes, from French toast to lemonade. It's a timeless way to prepare strawberries for strawberry shortcake.",2,1,"Add strawberries to a container with a lid. Sprinkle sugar over strawberries, and toss lightly. If desired, you can crush a small amount of the strawberries, and leave some whole. Refrigerate strawberries until they release juice, about 1 hour, or up to overnight."
815,Muffin Pan Roasted Potato Wedges,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"These muffin pan roasted potato wedges are crispy on the outside, tender on the inside, and roasted in a muffin pan. There's very little cleanup—no aluminum-lined sheet pan and minimal mess. Feel free to experiment with using different herb blends.",7,3,"Preheat the oven to 400 degrees F (200 degrees C).
Place potato wedges in a large bowl. Add olive oil. Toss to coat. Add garlic powder, parsley flakes, oregano, lemon pepper seasoning, and salt. Toss until evenly combined. Stand 4 potato wedges (1 potato) into each muffin slot.
Bake in the preheated oven for 35 minutes. Turn broiler on to high, and broil until potatoes are tender inside and skins are crisp outside, 3 to 5 minutes. Serve immediately."
816,Pesto Aioli,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"This pesto aioli combines a freshly-made pesto with mayonnaise for a homemade condiment that is delicious on fish or burgers, or as a dipping sauce for pita chips.",7,2,"In a food processor add garlic, Parmesan cheese, and pine nuts. Process until mixture looks like fine breadcrumbs. Add basil and olive oil and blend to make a smooth mixture. Season to taste with salt and pepper. Transfer pesto to a sealed storage container.
To make pesto aioli as needed, stir 2 tablespoons mayonnaise for every 1 tablespoon pesto together in a bowl; use as a condiment as desired. Store remaining pesto in the refrigerator for up to 2 weeks."
817,Cheesy Garlic Bread,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,This cheesy garlic bread is as simple and straightforward as a cheesy garlic bread should be. Serve with your favorite pasta dish or with soup.,6,3,"Preheat the oven's broiler to Low. Place bread slices face up on a baking sheet; brush melted butter over tops.
Divide garlic powder, Parmesan blend, and mozzarella evenly between slices, in that order.
Place baking sheet on the middle rack. Broil on low until golden and bubbly, about 9 minutes. Sprinkle with chopped parsley."
818,Air Fryer Chicken Quesadillas,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"These air fryer chicken quesadillas are so easy to make—using cooked, shredded chicken, and melty cheese in a folded tortilla, and air frying, they're even easier than quesadillas usually are. This recipe was developed for a 5.3-quart, basket-style air fryer, so if yours is different, expect different cook times. Top with guacamole, sour cream, pico de gallo, cilantro sprigs, or any combination you like.",8,4,"Preheat an air fryer to 360 degrees F (180 degrees C), according to manufacturer's guidelines. Toss chicken with chili powder, cumin, and cayenne in a bowl.
Place a tortilla on a work surface and cover half the tortilla with about 2 tablespoons grated cheese. Top with 2 tablespoons chicken mixture, then top with 2 additional tablespoons grated cheese.
Fold tortilla in half and use wooden picks to hold the tortilla halves together. Spray both sides of the filled tortilla with olive oil spray.
Air fry quesadillas in a single layer until tortillas are lightly browned and cheese is melted, about 4 minutes per side. You may have to cook in batches. Serve warm with your favorite toppings."
819,Spicy Alfredo Sauce,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"This delightfully spicy Alfredo sauce, creamy and rich with Parmesan cheese, gets its heat from Calabrian hot pepper paste. Serve this sauce over pasta, and garnish with more pepper paste if you like.",6,2,"Melt butter In a heavy saucepan over medium-high heat. Stir in garlic and Calabrian hot pepper paste. Slowly pour in half-and-half and whipping cream; stir.
Add Parmesan cheese, 1/4 cup at a time, stirring after each addition. Cook for a total of 4 minutes, stirring continuously. Turn off the heat. Sauce will thicken as it cools."
820,Sweet and Spicy Baked Cauliflower,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"This sweet and spicy baked cauliflower dish has the perfect balance between sweet and heat, and is a great side dish for an Asian-inspired meal. It also pairs nicely with grilled pork, chicken, or beef.",8,6,"Preheat the oven to 400 degrees F (200 degrees C), and set a rack in the upper third of the oven. Line a large baking sheet with parchment paper.
Place cauliflower florets in a large bowl. Top with olive oil, salt, and pepper; toss to coat. Arrange cauliflower on the prepared baking sheet in a single even layer.
Bake in the preheated oven on the upper rack until tender, about 30 minutes.
Meanwhile, bring sweet chili sauce, soy sauce, and Sriracha to a boil in a small saucepan over medium-high heat. Reduce heat to low and cook for 5 minutes.
Remove the baking sheet from the oven. Drizzle sauce on top and gently stir to coat.
Divide cauliflower between serving plates and top with green onion slices. Garnish with toasted sesame seeds."
821,Mediterranean Pearl Couscous,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"This Mediterranean pearl couscous, with zucchini, tomatoes, pine nuts, and capers, is loaded with flavor and is a fast side dish to make. It could easily be a vegetarian meal on its own.",8,5,"Bring a pot of lightly salted water to a boil, add couscous, and cook until tender, about 14 minutes. Remove from heat.
Reserve 1/4 cup cooking water, drain couscous thoroughly, and return to the pot.
Meanwhile, heat a nonstick pan over medium-high heat until hot. Add pine nuts and toast, stirring frequently, until golden brown and fragrant, 1 to 3 minutes. Remove pine nuts from skillet and set aside.
Melt butter in the same skillet. Add zucchini; sauté for 3 to 4 minutes. Add garlic and capers. Cook on medium-high, stirring constantly, until fragrant, 30 seconds to 1 minute. Stir in diced tomatoes; season with salt and pepper. Cook, stirring occasionally, until slightly reduced in volume, 3 to 5 minutes.
Stir in couscous and toasted pine nuts. If the sauce seems dry, gradually add reserved cooking water, 1 tablespoon at a time, until sauce is desired consistency. Serve immediately."
822,Sautéed Cabbage,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"This sautéed cabbage is an easy and inexpensive side dish that's a little crispy and slightly caramelized. The lemon brightens everything up, and for a variation, sprinkle on some red pepper flakes to add another layer of flavor.",9,4,"Remove any damaged outer leaves from cabbage. Cut cabbage in half down through the stem, then cut halves into quarters. Carefully cut out cores and thinly slice cabbage.
Heat a large skillet over medium heat, and add olive oil and butter. Once melted, add onions, and saute until translucent and just lightly browned, 3 to 4 minutes Add garlic, and cook until fragrant, about 30 seconds.
Add cabbage, mixing well with onions, and cook, stirring frequently, until tender and lightly browned, but not burned, 13 to 16 minutes. If cabbage starts to dry out a bit, add a little water to the pan.
Drizzle vinegar over cabbage, stir well, and cook for 1 minute. Season to taste with salt and pepper, and serve hot with a wedge of fresh lemon."
823,Air Fryer Truffle Polenta Fries,Allrecipes Allstar Recipes,Allrecipes Allstars Side Dishes,"These air fryer truffle polenta fries, flavored with truffle-infused oil and truffle zest, are crispy on the outside, tender and juicy on the inside. I like to serve them alongside a steak—steak frites so to speak. Serve with any dipping sauce; I recommend a spicy mayo, marinara, ranch, or ketchup.",5,5,"Preheat an air fryer to 400 degrees F (200 degrees C) according to manufacturer's instructions. Line a baking sheet with paper towels; set aside.
Cut the tube of polenta in half widthwise. Cut each half in half lengthwise and then cut into 1/2-inch wide fry-shaped sticks.
Whisk truffle-infused olive oil and truffle zest in a bowl. Add fries and gently toss to coat.
Place fries in the basket of the air fryer in a single layer. Depending on the size of your air fryer, fries may need to be cooked in batches.
Cook for 10 minutes. Shake the basket and cook 5 minutes more. Using tongs, transfer fries to the prepared baking sheet. Garnish with Parmesan and chopped parsley."
824,Tuscan Chicken Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,This Tuscan chicken soup features a boneless chicken breast in creamy broth with sun-dried tomatoes and spinach. It's especially comforting on blustery winter days.,12,4,"Gather the ingredients.
Add oil to a saucepan over medium heat. Once oil is hot, add onion, and sauté until translucent, about 5 minutes. Add garlic; saute until fragrant; about 1 minute.
Stir in tomato paste until well combined. Add chicken bone broth, Tuscan seasoning, chicken pieces, sun-dried tomatoes, and torn spinach; stir to combine. Add pasta; simmer until pasta is tender with a bite, about 10 minutes.
Sprinkle in Parmesan; stir to combine. Stir in heavy cream. Serve immediately."
825,Creamy Chicken and Mushroom Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This creamy chicken and mushroom soup is a lovely soup that comes together fairly quickly thanks to rotisserie chicken, but tastes like it simmered all day.",14,6,"Heat olive oil in a large saucepan or Dutch oven over medium-high heat.
When the oil shimmers, add onion, celery and carrots. Cook, stirring, until onions begin to turn translucent, about 3 minutes.
Add mushrooms and cook, stirring frequently until soft, about 3 minutes. Stir in garlic and herbes de Provence and cook until garlic is fragrant, about 30 seconds.
Add broth, shredded chicken, and red pepper flakes, and bring to a boil. Cover, reduce heat, and simmer for about 10 minutes.
Place cream in a small bowl. Stir in about 2 tablespoons soup broth to warm the cream, then slowly add warmed cream in a slow stream while stirring. Add spinach and simmer until spinach is wilted. Season with salt and pepper.
To serve, ladle into serving bowls and garnish with fresh herbs."
826,High Protein Broccoli Cheddar Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This creamy high protein broccoli Cheddar soup is packed full of veggies and gets its creaminess—and extra protein—from beans and cottage cheese. The soup is partially blended for a nice, thick base.",13,3,"Melt butter in a large stockpot over medium heat. Add onion, carrot, and celery. Cook for 8 minutes. Add garlic and cook 2 minutes more. Add beans, broth, broccoli, paprika, salt, and pepper. Simmer for 10 minutes.
Turn heat off; ladle about 1 ½ cups of soup into a blender. Let cool for 10 minutes. This cooling step is important for blending cottage cheese.
Add cottage cheese to blender; blend until smooth. Return mixture to the stockpot; turn heat back on to low. Add Cheddar cheese and stir until melted and soup is thickened. Ladle into bowls and serve."
827,"Easy Chicken, Rice, and Noodle soup",Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This easy chicken, rice, and noodle soup features fresh mushrooms and rotisserie chicken. With only a few fresh veggies to chop, this is perfect for days when you are short on time in the kitchen.",8,3,"Heat butter in a large stockpot over medium-high heat. Add onion, celery, carrots, and mushrooms. Cook until onions are translucent, about 4 minutes.
Add broth and chicken. Bring to a boil.
Add rice packet, reduce heat, and simmer 8 minutes. Turn heat off and let stand for 8 minutes. Ladle into bowls and serve."
828,Chicken Biscuit Stew,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This chicken biscuit stew is a good recipe to use rotisserie chicken. It's so simple to make, one pot, easy cleanup, and tastes like homemade potpie.",9,4,"Preheat the oven to 375 degrees F (190 degrees C).
Melt butter in an ovenproof skillet over medium heat. Sprinkle in flour and whisk continuously to make a roux, 1 to 2 minutes. Gradually add broth and milk whisking until thick, smooth, and bubbly, 4 to 5 minutes.
Stir in chicken, frozen vegetables, and onion. Cook for 1 to 2 minutes, then season with salt and pepper. Place biscuits on top of the chicken mixture, lightly pressing each down.
Bake in the preheated oven until biscuits are golden brown, 20 to 25 minutes. Check at about 15 minutes, and if biscuits are browning too quickly, cover with a piece of foil. Serve immediately."
829,Guinness Chili for Two,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This Guinness chili for two, inspired by the Irish draught ale, makes ordinary stew meat spectacular. A turn in the oven thickens the chili and deepens the flavor.",19,6,"Preheat the oven to 325 degrees F (165 degrees C). Add oil to an oven-safe pot and place over medium heat. Add bacon and cook, stirring occasionally, until golden but not yet crispy, about 3 minutes.
Season stew cubes with salt and pepper. Place flour in a shallow bowl, and dredge cubes in flour, shaking off excess. Add to the pot and cook in bacon grease, mixing bacon in with beef until beef is browned on all sides. Pour in 1/2 cup beef broth to deglaze the pan and prevent sticking.
Add onion and garlic to the pot; cook and stir until onion is just translucent, about 3 minutes. Add tomato paste, chili powder, oregano, cumin, paprika, and coriander. Stir to coat onion and meat with spices.
Pour in Guinness; scrape up any bits on the bottom of the pot. Add tomato sauce and remaining beef broth; season with salt and pepper. Stir, then bring to a boil.
Transfer to the preheated oven and bake, uncovered, uncovered until chili is thick and meat is tender, 1 1/2 to 2 hours. Stir stew every 30 minutes to prevent scorching; add a small amount of water or broth if stew seems too dry.
Garnish each bowl with green onion and cilantro leaves."
830,Cottage Cheese Tomato Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This cottage cheese tomato soup is creamy and with a high-protein twist—cottage cheese, bone broth, and nutritional yeast add flavor and nutrients to classic tomato soup",10,5,"Preheat the oven to 425 degrees F (220 degrees C). Place tomatoes, shallot, and garlic on a baking tray. Spritz with olive oil and sprinkle with salt.
Roast in the preheated oven until soft, 20 to 30 minutes.
Meanwhile add cottage cheese, bone broth, tomato paste, nutritional yeast, and Italian seasoning into the jar of a blender. Blend until smooth.
Remove roasted tomatoes from oven and add to blender. To blend hot soup, cover blender with the lid, and hold lid down tightly with a kitchen towel; blend until smooth. Contents will be hot! Taste and add salt if needed.
Pour soup into bowls; serve immediately."
831,Mushroom Ramen,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"In this mushroom ramen, dried shiitake mushrooms season instant ramen broth while they hydrate, and you can toss that seasoning packet. Add a few more ingredients to give body to the broth, and then top with whatever you like best—kimchi, chopped green onions, chili crisp, soft or hard boiled eggs—for even more flavor. Quail eggs are a great size for this, but chicken eggs work, too.",8,3,"Bring water, mushrooms, miso paste, soy sauce, vinegar, garlic, and ginger to a boil in a large soup pot. Reduce heat to low and simmer for 25 minutes.
Add ramen noodles and dunk in the broth until they no longer float to the top. Cook 5 minutes.
Ladle into serving bowls and top with your favorite ramen toppings."
832,Harissa Butternut Squash Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"Warm up with a bowl of harissa butternut squash soup, where sweet, creamy butternut squash meets the bold, smoky heat of harissa.",11,4,"Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with parchment paper. Toss butternut squash, onion, and whole garlic with olive oil. Spread out on the prepared baking sheet.
Roast in the preheated oven until tender and slightly caramelized, 25 to 30 minutes.
Place cooked vegetables into the jar of a blender. If ingredients are hot, fill blender no more than halfway full, and hold lid down with a potholder. You may have to work in batches. Add broth, harissa paste, cumin, smoked paprika, and brown sugar. Blend until smooth
Pour blender contents into a stockpot. Bring to a boil, then reduce heat to a simmer. Cook for 10 minutes to allow the flavors to meld. Stir in heavy cream and season with salt and pepper. Ladle into bowls and serve with a swirl of heavy cream, if desired."
833,Creamy Tomato Bean Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This creamy tomato bean soup pairs nicely with warm, crusty bread or a light side salad. The cannellini beans provide a creamy texture and add protein to this soup for extra staying power.",11,5,"Preheat the oven to 375 degrees F (190 degrees C). Line a baking tray with foil.
Place tomatoes and peppers on the baking tray. Drizzle with olive oil and sprinkle with Cantanzaro herbs and garlic granules.
Bake in the preheated oven until vegetables are tender, about 30 minutes.
Add beans, roasted vegetables, tomato paste, and chicken broth to the jar of a blender and blend until smooth. Heat pureed soup over medium-low heat in a saucepan until hot, about 5 minutes; remove from heat. Season with salt and pepper.
Garnish each bowl with thyme, drizzle with heavy cream, and serve immediately."
834,Coconut Lime Fish Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This coconut lime fish soup is a rich, flavorful soup of tender white cod in a creamy coconut milk and tomato base, brightened with tangy fresh lime.",16,5,"Pat fish dry with a paper towel. Season fish with salt and pepper, squeeze lime juice over each fillet, and gently rub in. Set aside.
Heat oil in a Dutch oven over medium heat. Add onions, red pepper, green pepper, yellow pepper, and celery; cook for 1 to 2 minutes.
Add garlic, ginger, and Old Bay seasoning. Cook until bell peppers begin to soften, 3 to 5 minutes.
Add tomatoes and green onions, bring to a simmer, and cook, uncovered, for 3 to 5 minutes. Place fish pieces on top of the vegetables and pour coconut milk over the mixture.
Bring soup to a simmer, reduce heat to low, cover, and simmer for 15 minutes. Taste; adjust seasoning with salt and lime juice to taste."
835,Tomato White Bean Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This tomato white bean soup is comforting, healthy, and uses pantry staples, which makes dinner prep quick and easy. It's delicious served with a sprinkle of grated Parmesan and crusty bread.",13,3,"Heat olive oil in a large pan over medium heat. Add onion and carrot and cook, stirring often, until soft, 6 to 8 minutes. Stir in garlic, and cook until fragrant, 30 seconds to 1 minute.
Stir in tomatoes, tomato paste, Italian seasoning, and red pepper flakes until well combined. Add beans, vegetable stock, lemon juice, salt, and pepper, and simmer covered for 15 to 20 minutes, stirring occasionally.
Finish the soup by stirring in spinach, cooking until just wilted, and serve hot."
836,Nordstrom's Tomato Basil Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This copycat Nordstrom's tomato basil soup, a favorite from the department store's café, can be made at home. The crunchy crostini are delightful with this recipe.",10,10,"Gather all ingredients.
For soup, heat olive oil in a 3 to 4 quart pot over medium heat. Add carrots and onions, and cook, stirring frequently, until vegetables are softened, 5 to 7 minutes.
Add dried basil, salt, and black pepper, and stir for about 1 minute. Add tomatoes and their juices along with vegetable broth. Stir, bring to a boil, then reduce heat and slowly simmer 20 to 25 minutes, uncovered.
Add minced fresh basil and cream and simmer about 5 minutes more.
Puree the soup with a stick blender or a blender. Taste and adjust seasonings.
Meanwhile, for crostini, preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment. Place baguette slices on the prepared pan.
Combine butter, granulated garlic, salt, and minced parsley in a bowl. Use a spatula to mash and stir until well mixed. Add shredded Parmesan and stir until a paste is formed.
Spread about 1 tablespoon garlic-Parmesan paste on each baguette slice.
Bake in the preheated oven until lightly browned and crunchy, 12 to 15 minutes, or until lightly browned and crunchy.
To serve, ladle soup into serving bowls and serve with crostini. Garnish with fresh basil."
837,Copycat Chick-fil-A Chicken Tortilla Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,This copycat Chick-fil-A chicken tortilla soup is a seasonal favorite from the chain. When you're craving it and it's not the season. . . no problem! It's simple to make and you can whip up a batch in less than 20 minutes. I like to serve this with quesadillas.,13,4,"Heat oil in a large stock pot over medium-high heat. Add onion and cook 3 minutes. Stir in garlic, oregano, and cumin. Cook 2 minutes more.
Meanwhile, puree 2 cans of the cannellini beans in a blender until smooth.
To the stock pot with onions add pureed beans, remaining can of cannellini beans, Rotel (R), both cans of corn, black beans, and chicken. Stir to combine.
Bring to a boil, reduce heat, and simmer 5 minutes. Turn heat off and stir in lime juice. Ladle into bowls and top with tortilla strips."
838,Cauliflower Cheddar Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"For this cauliflower Cheddar soup, cauliflower is roasted with onion and garlic, then blended with thickened broth and Greek yogurt. It's a lovely, creamy, comforting soup.",10,6,"Preheat the oven to 425 degrees F (220 degrees C).
Line a baking tray with parchment paper. Spread onion, cauliflower and garlic onto baking tray. Spritz with oil. Season with salt and pepper.
Roast in the preheated oven until florets and onion have taken on a golden color, about 30 minutes.
Meanwhile, over medium heat, add flour to a saucepan and slowly whisk in broth; cook until slightly thickened, 3 to 5 minutes. Remove 1/2 cup broth; set aside.
Add roasted cauliflower mixture to saucepan. Blend soup with an immersion until as chunky or smooth as you like.
Turn heat to low; stir in cheese and milk. Stir reserved broth, a little at a time, into yogurt. Remove soup from heat and stir in yogurt mixture. Garnish with extra shredded cheese if desired."
839,Slow Cooker Sausage Tortellini Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"When I make this slow cooker sausage tortellini soup, my family can hardly wait for it to finish! Tasty and filling, it's hard to beat. We like it best with warm, crusty bread. A green salad completes this menu nicely.",12,6,"Cook sausage in a nonstick skillet over medium-high heat; stir frequently and break up meat with a spatula into lima bean-sized pieces, until browned, about 5 minutes. Use a slotted spoon to remove sausage from skillet; add to a 6-quart slow cooker.
Add chopped onion and celery to the same skillet; cook and stir until vegetables begin to soften, 3 to 5 minutes. Add minced garlic and cook, stirring, about 30 seconds.
Pour vegetable mixture into the slow cooker. Add tomatoes with juices; break tomatoes into bite-sized pieces. Add chicken stock or broth, stir to distribute evenly, cover, and cook on Low 7 or 8 hours, or on High 3 to 4 hours.
About halfway through the cooking process, season with salt and pepper, and add Italian herb seasoning blend. See note.
About 30 minutes before serving, turn slow cooker to High, add tortellini and kale, and adjust seasoning. Cover and cook until tortellini is tender, about 30 minutes.
Serve warm, and garnish with grated Parmesan cheese."
840,Slow Cooker Loaded Potato Chowder,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This slow cooker loaded potato chowder is the easiest soup there is - just dump and go. The cream cheese makes it perfectly creamy, and the best part of this recipe is that it only takes 5 minutes to put together.",9,3,"Place frozen hash browns, cream of celery soup, broth, ranch packet, and 1/2 cup bacon bits in the slow cooker. Stir to combine. Cook on Low for 4 hours.
Remove lid and mash potatoes to desired consistency (or leave them whole for a thinner chowder). Add cream cheese. Cover and cook for 1 hour more. Season with salt and pepper.
Ladle into bowls and garnish with cheese, green onions, and remaining bacon bits."
841,5-Ingredient Tortilla Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This hearty 5-ingredient tortilla soup is the perfect meal for a busy day. Ground beef, salsa, black beans, frozen corn, and beef broth are all you need. Serve with tortilla chips, sour cream, cheese, cilantro, or any of your favorite tortilla toppings.",5,3,"Heat a large pot over medium-high heat. Cook and stir ground beef until browned and crumbly, 7 to 10 minutes. Drain and discard any excess grease.
Combine one can of black beans and 1/2 jar salsa in a blender; blend until smooth. Add the black bean mixture, remaining can of black beans, frozen corn, remaining salsa, and beef broth into the pot; reduce heat to medium.
Heat soup until warm, about 10 minutes. Serve with your favorite toppings."
842,Miso Chicken Noodle Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This miso chicken noodle soup, with thick, chewy udon noodles and a savory miso broth, is a tasty—and very easy—remake of traditional chicken noodle soup.",5,3,"In a saucepan over medium high heat, heat water to boiling. Add udon noodles. Cook until noodles are softened, 4 to 5 minutes.
Add rotisserie chicken. Turn heat to low. Remove 2 to 3 tablespoons water, and stir miso paste into water until smooth. Mix diluted miso paste back into noodles. Cook for 2 to 3 minutes.
Ladle soup into bowls and garnish with everything bagel seasoning."
843,4-Ingredient Potato Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,This easy slow cooker 4-ingredient potato soup uses garlic and herb cheese spread and potatoes O'Brien with onions and peppers to build flavor without increasing prep time. It's a great addition to your soup season repertoire.,5,4,"Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels; chop roughly when cool enough to handle.
Working in batches, pour potatoes into the same skillet, and cook until lightly browned, about 5 minutes. Remove potatoes to a slow cooker. Stir in chicken broth. Dollop cheese spread on top; scatter bacon on top. Cover slow cooker and cook on High until potatoes are very tender, 3 to 4 hours.
If desired, ladle some of the soup, no more than halfway full, into a high powered blender. Cover and hold lid down with a potholder; pulse a few times before leaving on to blend, about 45 seconds.
Pour soup back into slow cooker. Stir to combine; serve immediately."
844,3-Ingredient Potato Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This 3-ingredient potato soup is a shortcut recipe, perfect for Sunday prep for weekday lunches. Using O'Brien potatoes with onion and bell pepper means lots of flavor with no chopping. Top with leftover crumbled bacon, chives, or cheese.",4,2,"Bring frozen potatoes and water to a boil in a large stock pot. Stir in bouillon base and cook for 15 minutes.
Reduce heat to medium. Whisk in gravy mix. Cook 5 minutes. Turn heat off and let stand until slightly thickened, about 10 minutes."
845,Marry Me Bean Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This creamy marry me bean soup is packed with protein and is sure to keep you warm and full. The best part is you can have it on the table in less than 25 minutes. It's easy to double the recipe, too.",14,6,"Gather all ingredients.
Melt butter in a Dutch oven. Add onions and cook until soft and translucent, 5 to 6 minutes.
Add garlic, red pepper, and paprika; cook and stir until garlic is fragrant, about 1 minute.
Add beans, and cook until simmering, about 5 minutes. Mash half of the beans.
Stir in chicken broth, sun-dried tomatoes, and tomato sauce. Add heavy cream and Parmesan cheese, and stir until well combined.
Add spinach and basil and cook until spinach is wilted. Season with salt and pepper."
